,Product_Name,Link,Product_Image,Price,Details
0,Z1975 CROSSOVER SKORT WITH BUTTONS,https://www.zara.com/in/en/z1975-crossover-skort-with-buttons-p00108043.html,[],"₹ 2,590.00",High-waist skort with a crossover front. Front pockets and rear patch pockets. Seamless hem. Front fastening with hidden zip and buttons.
1,Z1975 BAGGY BELTED DENIM BERMUDA SHORTS,https://www.zara.com/in/en/z1975-baggy-belted-denim-bermuda-shorts-p05862151.html,[],"₹ 2,990.00","High-waist Bermuda shorts with an elasticated waistband and gathering. Featuring front pockets, rear patch pockets, a belt, turn-up hems and zip fly and top button fastening at the front."
2,BERMUDA SHORTS WITH CUTWORK EMBROIDERY,https://www.zara.com/in/en/bermuda-shorts-with-cutwork-embroidery-p03399480.html,[],"₹ 2,590.00",High-waist Bermuda shorts with an elasticated waistband. Front pockets and back patch pockets.
3,TEXTURED SHORTS,https://www.zara.com/in/en/textured-shorts-p04661510.html,[],"₹ 2,290.00",Mid-waist shorts featuring an adjustable elastic drawstring waistband. Side pockets and front button detail.
5,TRF HIGH-RISE MOM FIT DENIM BERMUDA SHORTS,https://www.zara.com/in/en/trf-high-rise-mom-fit-denim-bermuda-shorts-p08197053.html,[],"₹ 2,290.00",HIGH-RISE - MOM FITHigh-rise Bermuda shorts with a five-pocket design. Front zip fly and metal top button fastening. Turn-up hems.
6,PLEATED HIGH-WAIST BERMUDA SHORTS,https://www.zara.com/in/en/pleated-high-waist-bermuda-shorts-p02753235.html,[],"₹ 2,590.00","High-waist Bermuda shorts with front darts. Front pockets and rear false flap pocket. Front zip fly, interior button and metal hook fastening."
7,EMBROIDERED SHORTS,https://www.zara.com/in/en/embroidered-shorts-p02731280.html,[],"₹ 3,290.00",High-waist shorts made of a linen blend. Contrast embroidery and invisible side zip fastening.
8,TRF CURVED HIGH-WAIST SHORTS,https://www.zara.com/in/en/trf-curved-high-waist-shorts-p08197055.html,[],"₹ 2,590.00",HIGH-RISE - CURVEDHigh-rise rigid shorts. Five-pocket design. Ripped details. Front zip and metallic button fastening.
9,SKORT,https://www.zara.com/in/en/skort-p07385530.html,[],"₹ 2,590.00",High-waist skort. Layered wrap detail in matching fabric. Invisible side zip fastening.
10,SHORTS WITH CUTWORK EMBROIDERY,https://www.zara.com/in/en/shorts-with-cutwork-embroidery-p04786280.html,[],"₹ 3,290.00",High-waist shorts with side patch pockets. Matching cutwork embroidery details. Invisible side zip fastening.
11,SKORT WITH SLIT DETAIL,https://www.zara.com/in/en/skort-with-slit-detail-p01608036.html,[],"₹ 2,890.00",High-waist skort featuring a front slit and invisible side zip fastening.
13,ASYMMETRIC SKORT,https://www.zara.com/in/en/asymmetric-skort-p04661515.html,[],"₹ 2,590.00",Not Found
14,BOX PLEAT SKORT,https://www.zara.com/in/en/box-pleat-skort-p03022792.html,[],"₹ 2,990.00",High-waist skort with front pleats and false golden buttons. Invisible side zip fastening.
15,LINEN BLEND BERMUDA SHORTS WITH AN ELASTIC WAISTBAND,https://www.zara.com/in/en/linen-blend-bermuda-shorts-with-an-elastic-waistband-p08372223.html,[],"₹ 2,290.00",High-waist Bermuda shorts made of a linen blend fabric. Adjustable elasticated waistband with drawstrings. Front pockets.
16,ASYMMETRIC SKORT,https://www.zara.com/in/en/asymmetric-skort-p05427407.html,[],"₹ 2,590.00",High-waist skort. False welt pockets on the front. Layered wrap detail in matching fabric. Invisible side zip fastening.
18,SKORT WITH SLIT DETAIL,https://www.zara.com/in/en/skort-with-slit-detail-p01478236.html,[],"₹ 2,990.00",High-waist skort. Slit at the front. Invisible side zip fastening.
19,SKORTS WITH BELT,https://www.zara.com/in/en/skorts-with-belt-p01165227.html,[],"₹ 2,990.00",High-waist skort. Belt detail in the same fabric with a lined buckle. Hem with front vents. Invisible side zip fastening.
20,EMBROIDERED SHORTS,https://www.zara.com/in/en/embroidered-shorts-p02731299.html,[],"₹ 3,290.00",Mid-rise shorts made of cotton. Contrast cutwork embroidery and invisible side zip fastening.
21,SKORT WITH BOW,https://www.zara.com/in/en/skort-with-bow-p03495363.html,[],"₹ 1,990.00",High-waist skort with a matching bow. Ruffled hem. Invisible side zip fastening.
22,HIGH-WAIST TRF DENIM SHORTS,https://www.zara.com/in/en/high-waist-trf-denim-shorts-p04365051.html,[],"₹ 2,590.00",HIGH WAIST - FRAYEDHigh-waist shorts with five pockets. Faded effect. Ripped details. Frayed hems. Front metal button fastening.
23,CARGO SKORT WITH BELT,https://www.zara.com/in/en/cargo-skort-with-belt-p07102510.html,[],"₹ 2,990.00",Mid-rise skort. Patch pocket detail on the front. Invisible side zip fastening and belt with metal buckle.
24,DOUBLE-FABRIC BERMUDA SHORTS WITH BELT,https://www.zara.com/in/en/double-fabric-bermuda-shorts-with-belt-p04387074.html,[],"₹ 2,590.00","High-waist Bermuda shorts with front darts and faux leather belt. Front pockets and false welt pockets at the back. Front zip fly, interior button and metal hook fastening."
25,TRF HIGH-WAIST DENIM PATCHWORK SHORTS,https://www.zara.com/in/en/trf-high-waist-denim-patchwork-shorts-p04365007.html,[],"₹ 2,990.00",High-waist shorts with five pockets. Ripped details and seamless hems. Front zip fly and metallic button fastening.
27,LINEN BLEND SKORT,https://www.zara.com/in/en/linen-blend-skort-p07901281.html,[],"₹ 2,990.00","High-waist skort made of a linen blend. Front pockets and back false welt pockets. Front zip fly, inside button and metal hook fastening."
28,LINEN BERMUDA SHORTS WITH BELT LOOPS,https://www.zara.com/in/en/linen-bermuda-shorts-with-belt-loops-p04877246.html,[],"₹ 2,990.00","Mid-rise Bermuda shorts made of linen. Featuring an elasticated waistband with belt loops, side pockets and front darts."
29,LINEN BLEND HIGH-WAIST BERMUDA SHORTS,https://www.zara.com/in/en/linen-blend-high-waist-bermuda-shorts-p07748356.html,[],"₹ 2,990.00","High-waist Bermuda shorts made in a linen blend fabric. Front darts. Front pockets and false flap pocket at the back. Front zip fly, interior button and metal hook fastening."
30,RUFFLED SKORT,https://www.zara.com/in/en/ruffled-skort-p01971222.html,[],"₹ 2,590.00",High-waist mini skirt with a ruffle on the front. Invisible side zip fastening.
31,TRF HIGH-WAIST DENIM SHORTS,https://www.zara.com/in/en/trf-high-waist-denim-shorts-p04365004.html,[],"₹ 2,990.00","Faded high-waist shorts featuring a five-pocket design, belt loops, ripped detailing, frayed hems and front button fastening hidden by a placket."
32,LINEN BLEND BERMUDA SHORTS,https://www.zara.com/in/en/linen-blend-bermuda-shorts-p04661424.html,[],"₹ 2,590.00","High-waist Bermuda shorts made of a linen blend fabric. Side pockets and rear welt pockets. Front zip fly, interior button and metal hook fastening."
33,ANIMAL PRINT SKORT,https://www.zara.com/in/en/animal-print-skort-p02298222.html,[],"₹ 2,590.00",High-waist skort. Ruffled trim details. Invisible side zip fastening.
36,Z1975 DENIM MOM-FIT HIGH-WAIST SHORTS,https://www.zara.com/in/en/z1975-denim-mom-fit-high-waist-shorts-p07147222.html,[],"₹ 2,290.00",High-waist shorts with five pockets. Turn-up hems. Zip fly and metal top button front fastening.
38,LONG PLEATED BERMUDA SHORTS,https://www.zara.com/in/en/long-pleated-bermuda-shorts-p07102234.html,[],"₹ 2,990.00","Long high-waist Bermuda shorts with belt loops. Side pockets and front pleated detail. Front zip, inside button and metal hook fastening."
39,WAXED SKORT,https://www.zara.com/in/en/waxed-skort-p04341500.html,[],"₹ 2,990.00",Skort made of waxed fabric. Mid-rise and box pleats. False pockets on the front and back. Front zip fly and metal top button fastening.
40,BOX PLEAT SKORT,https://www.zara.com/in/en/box-pleat-skort-p04391506.html,[],"₹ 2,990.00",Mid-rise mini skirt. Short-style lining. Box pleat detail. Belt in matching fabric with a metal buckle. Invisible side zip fastening.
44,MID-RISE TRF DENIM SHORTS,https://www.zara.com/in/en/mid-rise-trf-denim-shorts-p08197058.html,[],"₹ 2,590.00",MID-RISE - FRAYEDMid-rise shorts with five pockets. Faded effect. Ripped detail. Frayed hem. Front metal button fastening.
46,TRF HIGH-WAIST METALLIC SHORTS,https://www.zara.com/in/en/trf-high-waist-metallic-shorts-p06045013.html,[],"₹ 3,290.00","High-waist shorts with five pockets. Metallic-effect fabric, frayed hems and front zip fly and metal top button fastening."
47,CROSSOVER RUSTIC SKORT,https://www.zara.com/in/en/crossover-rustic-skort-p01608037.html,[],"₹ 2,990.00",High-waist skort made of 100% cotton. Crossover front with false buttons. Invisible back zip fastening.
48,SKORT WITH BUTTONS,https://www.zara.com/in/en/skort-with-buttons-p04387244.html,[],"₹ 2,990.00",High-waist skort with front pleats and false buttons. Invisible side zip fastening.
49,PAPERBAG BERMUDA SHORTS WITH TURN-UP HEMS,https://www.zara.com/in/en/paperbag-bermuda-shorts-with-turn-up-hems-p01608223.html,[],"₹ 2,990.00",High-waist Bermuda shorts featuring an elasticated waistband at the back and gathering. Front darts. Front pockets and rear patch pockets. Turn-up hems. Button fastenings on the front.
50,SKORT WITH POCKETS,https://www.zara.com/in/en/skort-with-pockets-p07901503.html,[],"₹ 2,990.00","Mid-waist skort featuring front pockets, side patch pockets and zip fly and snap-button fastening at the front."
52,LINEN BLEND BELTED BERMUDA SHORTS,https://www.zara.com/in/en/linen-blend-belted-bermuda-shorts-p04387221.html,[],"₹ 2,990.00","Bermuda shorts made of a linen blend. High waist with a belt in matching fabric. Front patch pockets with flaps. Turn-up hems. Front zip fly, interior button and metal hook fastening."
54,TRF MID-RISE DENIM BERMUDA SHORTS WITH PATCHES,https://www.zara.com/in/en/trf-mid-rise-denim-bermuda-shorts-with-patches-p09794001.html,[],"₹ 2,990.00",PATCHES - MID-RISEMid-rise denim Bermuda shorts.
55,DARTED HIGH-WAIST BERMUDA SHORTS,https://www.zara.com/in/en/darted-high-waist-bermuda-shorts-p01608033.html,[],"₹ 2,890.00","High-waist Bermuda shorts with front dart details. Front pockets and rear false flap pocket. Front zip fly, interior button and metal hook fastening."
57,Z1975 RIPPED DENIM SHORTS,https://www.zara.com/in/en/z1975-ripped-denim-shorts-p05862174.html,[],"₹ 2,590.00",High-waist gathered shorts with a five-pocket design. Washed-effect. Seamless split hem with rips. Front zip fly and metallic button fastening.
58,TRF HIGH-WAIST CARGO SHORTS,https://www.zara.com/in/en/trf-high-waist-cargo-shorts-p06688001.html,[],"₹ 2,590.00",High-waist shorts with belt loops. Front and back patch pockets. Tab detail at the side. Front zip fly and metal button fastening.
59,Z1975 DENIM SKORT WITH CROSSOVER FRONT,https://www.zara.com/in/en/z1975-denim-skort-with-crossover-front-p05862154.html,[],"₹ 2,590.00",High-waist skort with five pockets. Faded effect. Front crossover fastening with inner fly and metal button.
60,SHORTS WITH CONTRAST STRIPES,https://www.zara.com/in/en/shorts-with-contrast-stripes-p07878273.html,[],"₹ 2,590.00",Mid-waist shorts with an elasticated waistband and button details.
63,LINEN BLEND BELTED BERMUDA SHORTS,https://www.zara.com/in/en/linen-blend-belted-bermuda-shorts-p08372221.html,[],"₹ 2,590.00","High-waist Bermuda shorts made of a linen blend fabric. Front darts. Front pockets. Front zip fly, interior button and metal hook fastening."
71,SHORTS WITH CUTWORK EMBROIDERY,https://www.zara.com/in/en/shorts-with-cutwork-embroidery-p07575019.html,[],"₹ 3,290.00",High-waist shorts with an elastic drawstring waistband. Cutwork embroidery detail. Scalloped hems.
72,TRF DENIM MID-RISE RHINESTONE SHORTS,https://www.zara.com/in/en/trf-denim-mid-rise-rhinestone-shorts-p08197209.html,[],"₹ 3,290.00",Mid-rise faded shorts with five-pockets. Rhinestone appliqués. Frayed hems. Front metal button fly fastening.
73,MIDI PAREO BERMUDA SHORTS,https://www.zara.com/in/en/midi-pareo-bermuda-shorts-p07102222.html,[],"₹ 2,990.00",High-waist pareo Bermuda shorts with side vent. Invisible side zip fastening.
75,LOOSE FIT DENIM TRF BERMUDA SHORTS,https://www.zara.com/in/en/loose-fit-denim-trf-bermuda-shorts-p04365056.html,[],"₹ 2,990.00","MID-RISE - BERMUDA SHORTS Mid-rise Bermuda shorts featuring a five-pocket design, ripped detailing, seamless hems and front zip fly and metal button fastening."
76,SKORT WITH POCKETS,https://www.zara.com/in/en/skort-with-pockets-p05427516.html,[],"₹ 2,990.00",Mid-waist skort with an adjustable elasticated waistband with drawstrings and stoppers. Side patch pockets.
81,LINEN BLEND HIGH-WAIST BERMUDA SHORTS,https://www.zara.com/in/en/linen-blend-high-waist-bermuda-shorts-p09929221.html,[],"₹ 2,590.00","High-waist Bermuda shorts made of a linen blend. Darted front. Front pockets and back false flap pocket. Front zip fly, inside button and metal hook fastening."
84,STRIPED POPLIN SHORTS,https://www.zara.com/in/en/striped-poplin-shorts-p06929502.html,[],"₹ 2,590.00",Mid-rise shorts featuring an adjustable elastic waist with tie detail. Side pockets and rear welt pockets. Hem with side vents and buttons.
85,SKORT WITH POCKETS,https://www.zara.com/in/en/skort-with-pockets-p04661503.html,[],"₹ 2,590.00",Mid-rise skort with front pockets and side patch pockets. Flap details at the back. Front zip fly fastening.
86,EMBROIDERED SHORTS,https://www.zara.com/in/en/embroidered-shorts-p01165627.html,[],"₹ 2,590.00",Mid-rise shorts made of a viscose blend. Adjustable elasticated waistband with drawstrings. Contrast embroidery detail.
